meet_hnd,venue_state,name,date
15696,IL,WIU Early Bird Invite,2019-08-30
15274,IL,St. Francis Saints Twilight Invite,2019-08-30
15708,IL,Saluki Invite,2019-08-30
15873,IL,Illinois Wesleyan University Cross Country Invitational,2019-08-30
15822,IL,Illini Open,2019-08-30
15379,IL,Elmhurst Earlybird Invitational,2019-08-30
15853,IA,Kohawk Relays and Chase,2019-08-30
15833,IA,Bill Buxton - Simpson Invitational,2019-08-30
15819,IA,26th Annual Mustang Gallop,2019-08-30
15820,GA,Mountaintop Invitational,2019-08-30
15881,GA,Berry Watermelon Run,2019-08-30
15604,FL,UNF - UF Cross Country Dual,2019-08-30
15525,FL,FAU Collegiate Cross Country Invitational,2019-08-30
15419,CA,2019 Ventura Cross Country Invitational ,2019-08-30
15418,CA,2019 Tour De Cuesta,2019-08-30
15877,AL,JSU Struts Cross Country Season Opener,2019-08-30
16184,WI,Tom Barry Invitational,2019-08-31
15540,WI,Beloit College Early Bird,2019-08-31
15466,WA,Puget Sound Invitational,2019-08-31
15481,WA,Clash of the Inland Northwest,2019-08-31
15839,VT,Badger Cross-Country Run Invitational,2019-08-31
15146,VA,2019 Spider Alumni Open,2019-08-31
15861,UT,Vivint Invitational,2019-08-31
15547,UT,Sagebrush Cross Country Invitational,2019-08-31
15234,TX,Nicole Leman Invitational,2019-08-31
15830,TX,CROOSader Dual Meet,2019-08-31
15694,TX,ACU Naimadu Classic,2019-08-31
15429,TN,CITY AUTO Memphis Twilight XC Classic,2019-08-31
15499,SC,Carolina Challenge,2019-08-31
15854,PA,Haverford Open,2019-08-31
15834,PA,DelVal Invite,2019-08-31
15392,PA,AEC Preview Meet,2019-08-31
15729,OH,Sudeck Classic Stampede 2019,2019-08-31
15832,OH,Beaver Dam XC Invite,2019-08-31
15835,NY,SUNY Poly Short Course Invite,2019-08-31
15650,NY,Stony Brook University Cross Country Season Opener,2019-08-31
15836,NY,Plattsburgh Cardinal Classic,2019-08-31
15695,NY,Marist Invitational,2019-08-31
15937,NY,Fredonia State XC Invitational,2019-08-31
15851,NY,Daniel Walker Invitational,2019-08-31
15116,NY,Daniel Walker Invitational,2019-08-31
15568,NJ,2019 Blue Gold Invitational ,2019-08-31
15283,NH,Early Bird Invitational at Keene State 2019,2019-08-31
15849,NH,2019 University of New Hampshire X-C Invitational,2019-08-31
15847,NH,2019 Colby-Sawyer Charger Invitational,2019-08-31
15879,NE,Creighton vs. Drake Dual,2019-08-31
15152,NC,Monarch Cross Country Classic,2019-08-31
15781,MO,WashU Gabby Reuveni Intersquad,2019-08-31
15838,MN,Crown College Invitational,2019-08-31
15278,MI,Hope College Vanderbilt Invitational 2019,2019-08-31
15543,MD,23rd Annual Salisbury U Fall Classic,2019-08-31
15966,MA,Battle of the North Shore XC Meet,2019-08-31
15844,MA,Battle of the North Shore XC Meet,2019-08-31
15219,KY,37th Annual Queen City Invitational,2019-08-31
15920,KS,ZK Maple Leaf Invitational,2019-08-31
15872,KS,Bob Timmons Classic,2019-08-31
15843,IL,Principia XC Open,2019-08-31
15378,HI,2019 Big Wave Invitational,2019-08-31
15244,GA,Cherokee Cross Country Classic,2019-08-31
15264,GA,2019 Bulldog Invitational,2019-08-31
15327,DC,Howard University Labor Day Classic,2019-08-31
15840,CO,Air Force Open,2019-08-31
15841,CA,USF Invitational,2019-08-31
15719,CA,UCR vs. UCLA Dual Meet ,2019-08-31
15296,CA,Redlands Invitational,2019-08-31
16137,CA,Pomona-Pitzer/Oxy XC Dual Meet,2019-08-31
15882,CA,Mark Covert Classic,2019-08-31
15677,CA,2019 UCSB Lagoon Meet,2019-08-31
15712,AZ,Cactus Open,2019-08-31
15563,AR,Early Bid Eagles Opener,2019-08-31
15894,AK,Blue & Gold Run Fest,2019-08-31
15096,TX,MSU/ Endurance House XC Stampede,2019-09-05
15936,PA,2019 Alumni 5k,2019-09-05
15932,OH,Wooster Vs Denison,2019-09-05
15488,WY,Wyoming Invite,2019-09-06
15623,WV,Golden Bear Classic IV,2019-09-06
15483,WI,UWP Vic Godfrey Open,2019-09-06
15657,WI,Falcon Invitational,2019-09-06
15946,WI,Badger Classic,2019-09-06
15279,VA,Virginia Tech Invitational,2019-09-06
15416,VA,EMU Mennonite Heritage Cross Country Invitational,2019-09-06
15949,TX,UT Tyler Braveheart Invitational,2019-09-06
15376,TX,Buffalo Stampede,2019-09-06
15753,TN,Zaxbys Open,2019-09-06
15953,SD,Augustana Twilight XC Meet,2019-09-06
15060,SC,Due West Opener,2019-09-06
15338,SC,Converse Kick-Off,2019-09-06
15990,PA,Dolan Duals,2019-09-06
15520,PA,10th Annual Galen Piper Cross Country Challenge,2019-09-06
15570,OR,Ash Creek Festival ,2019-09-06
15014,NY,Adelphi Panthers XC Invitational,2019-09-06
15952,NC,Lenoir Rhyne University CC Invitational,2019-09-06
15942,MT,Carroll Open,2019-09-06
15948,MO,Truman State vs Lindenwood,2019-09-06
15954,MO,2019 Bearcat XC Invite,2019-09-06
15950,MN,Oz Memorial,2019-09-06
15361,MN,MSU Moorhead - Dragon Twilight,2019-09-06
15944,MN,BLC VIKING XC INVITATIONAL,2019-09-06
15770,MI,George Dales Invitational,2019-09-06
15987,MD,Green Terror Split Distance XC Challenge,2019-09-06
16002,KS,Spire Dual,2019-09-06
15269,IN,Valparaiso Crusader Open,2019-09-06
15453,IN,2019 IWU Wildcat Twilight Invitational,2019-09-06
15653,IL,UIS Prairie Star Invitational,2019-09-06
15945,IL,NIU Huskie Classic,2019-09-06
15374,IL,Lewis Earlybird Invite,2019-09-06
15420,IL,EIU Walt Crawford Open,2019-09-06
15150,ID,College of Southern Idaho XC Classic,2019-09-06
15947,IA,Hawkeye Invitational,2019-09-06
15967,IA,Central College-Dutch XC Invite,2019-09-06
15270,GA,2019 Border Clash XC Meet,2019-09-06
15180,CA,Humboldt Invitational,2019-09-06
15345,CA,Holy Names University XC Tri-Meet,2019-09-06
15114,AL,Azalea City Classic,2019-09-06
15973,WV,Bethany Invitational,2019-09-07
15978,WI,UW-Eau Claire Alumni,2019-09-07
15125,WI,Ken Weidt Classic,2019-09-07
15964,VT,UVM vs UMASS LOWELL,2019-09-07
15968,VT,NAC XC preview meet @ Lyndon,2019-09-07
15988,VT,Castleton University Invitational,2019-09-07
15058,TX,East Texas Cross Country Shootout,2019-09-07
15605,TX,2019 Ken Garland Invitational,2019-09-07
15970,SD,SD Mines Hardrocker XC Classic,2019-09-07
16018,RI,Shawn M. Nassaney Memorial Invitational,2019-09-07
15956,PA,Wolfpack Invitational,2019-09-07
15963,PA,Philadelphia Metropolitan College Cross Country Invitational,2019-09-07
15137,PA,LVC Dutchmen XC Invite,2019-09-07
15959,PA,Husky Invitational,2019-09-07
15972,PA,Doug Watts Invitational,2019-09-07
15980,PA,2019 Haverford Alumnae Alumni Open Race,2019-09-07
15133,OR,2nd Annual Viking Rust Buster,2019-09-07
15285,OK,UCO Land Run,2019-09-07
15957,OH,Tommy Evans Invitational,2019-09-07
15472,NY,Vassar Ron Stonitsch XC Invitational 2019,2019-09-07
15858,NY,Stony Brook University Wolfie Cross Country Invitational,2019-09-07
15955,NY,Siena Cross Country Invite,2019-09-07
15697,NY,Harry Lang Invitational,2019-09-07
15756,NY,Hamilton College Short Course,2019-09-07
15627,NY,2019 Steven A. Warde Invitational,2019-09-07
15971,NY,2019 Plattsburgh Invite,2019-09-07
15412,NJ,Monmouth University XC Kick-Off,2019-09-07
15644,NH,2019 Shacklette X-C Invitational,2019-09-07
15958,NH,2019 Maribel Sanchez Souther X-C Invitational,2019-09-07
15165,NC,Catawba Fleet Feet XC Invite ,2019-09-07
15961,MO,SBU XC Invite,2019-09-07
15962,MO,CMU XC Invite,2019-09-07
16008,MN,Saint Marys Alumni Open,2019-09-07
15960,MI,Running Fit-Detroit Mercy Titans Cross Country Invitational,2019-09-07
15239,MI,Ray Helsing Bulldog Invite at Ferris State,2019-09-07
15979,MI,Northwood Invitational,2019-09-07
15185,MI,Calvin Knight Invite,2019-09-07
15584,MD,Shannon Henretty Invitational,2019-09-07
15523,MA,Worcester City Cross Country Meet,2019-09-07
15730,MA,2019 UMASS Minuteman Invite,2019-09-07
15042,MA,2019 Jim Sheehan Alumni XC Invitational,2019-09-07
15519,LA,Southern Unviersity XC Invitational,2019-09-07
15754,KY,Drakes Creek Scramble,2019-09-07
15601,KS,JK Gold Classic - College/University,2019-09-07
15969,IN,Hanover Invitational 2019,2019-09-07
15977,IA,John Kurtt Invitational,2019-09-07
15974,IA,Fordham Fiasco/ Ed Joyce Memorial,2019-09-07
15070,GA,2019 MGA Invitational,2019-09-07
15095,FL,Holloway Park XC Preseason Festival,2019-09-07
15077,FL,Florida Tech Invitational,2019-09-07
15614,FL,FGCU Cross Country Invitational,2019-09-07
15346,DE,DSU  Hornet Invite,2019-09-07
15423,CT,Trinity College Bantam Invitational 2019,2019-09-07
15986,CO,2019 26th Joe I Vigil Open XC,2019-09-07
15218,CO,12th Annual UCCS Rust-Buster - 2019,2019-09-07
15375,CA,NDNU Argonaut Invitational,2019-09-07
15164,CA,Biola Invitational,2019-09-07
15720,CA,2019 Fresno City College Invitational ,2019-09-07
15555,AZ,George Kyte Classic,2019-09-07
15176,AR,Fort Smith Invitational ,2019-09-07
15171,AR,Central Arkansas Cross Country Challenge,2019-09-07
15081,AL,UNA Cross Country Open,2019-09-07
15216,AL,Montevallo Falcon Classic ,2019-09-07
15083,AL,16th Annual Cougar Classic,2019-09-07
15981,NY,2019 Baruch College Invitational,2019-09-08
16400,KY,Run for the Water Barrel,2019-09-10
16025,MN,Summit Cup,2019-09-11
16058,WA,Washington St. Cougar Classic,2019-09-13
15401,VA,William and Mary XC Invitational,2019-09-13
15382,VA,VSU Fall Opener,2019-09-13
15474,VA,George Mason Cross Country Invitational,2019-09-13
15317,TX,Texas Invitational Cross Country Meet,2019-09-13
16052,TX,Texas A&M Invitational,2019-09-13
16084,TX,44th Annual Rice Invitational Cross Country Meet,2019-09-13
15992,TX,2019 Lori Fitzgerald Memorial,2019-09-13
16060,TN,UTC Twilight Cross Country Meet,2019-09-13
16077,TN,Dual at Buffalo Creek,2019-09-13
16103,SD,SDSU XC Classic,2019-09-13
15611,SC,Eye Opener Cross Country Festival ,2019-09-13
16056,PA,Harry Groves Spiked Shoe Invitational,2019-09-13
16057,PA,Behrend Invitational,2019-09-13
15798,PA,2019 Little Three Meet,2019-09-13
15927,OR,EOU Open,2019-09-13
16059,OK,Aggie Duels,2019-09-13
15622,NY,UB Stampede XC Invite ,2019-09-13
15343,NY,2019 Army West Point Open,2019-09-13
15630,NJ,TCNJ XC Invitational ,2019-09-13
15460,MT,Frontier XC Preview ,2019-09-13
15400,MI,MSU Spartan Invitational,2019-09-13
16062,ME,Maine and New Hampshire Dual Meet,2019-09-13
16088,MD,Blazer Twilight Meet,2019-09-13
16061,IN,University of Southern Indiana Stegemoller Classic,2019-09-13
15615,IN,Rumble in the Fort,2019-09-13
15938,IL,Spartan Classic,2019-09-13
15494,IL,SIUE John Flamer Invite,2019-09-13
15816,IL,Illinois State Invite,2019-09-13
15087,IA,GMC Brickyard Invitational,2019-09-13
16092,CT,Harvard vs Yale,2019-09-13
15660,CA,USD Invite,2019-09-13
15290,CA,Stump Invitational ,2019-09-13
15668,CA,2019 SoCal Preview,2019-09-13
15745,CA,2019 Cougar Challenge,2019-09-13
15889,AZ,2019 Dave Murray Invitational,2019-09-13
15139,AR,Bob Gravett Invitational,2019-09-13
15124,WI,Tom Hoffman Invitational,2019-09-14
15606,WA,CWU XC Apple Ridge Inv.,2019-09-14
15693,VA,Roanoke Invitational-ODAC Preview,2019-09-14
16080,VA,JMU XC Invite,2019-09-14
16070,VA,Cavalier Classic,2019-09-14
16086,UT,2019 BYU Autumn Classic,2019-09-14
15924,TX,UTD Cross Country Invite,2019-09-14
16076,TX,UIW XC Invite,2019-09-14
15647,TX,2019 UTA Gerald Richey Invitational,2019-09-14
16081,TN,Commodore Classic,2019-09-14
15617,SC,2019 Winthrop/ADIDAS Cross Country Invitational,2019-09-14
16053,PA,St. Vincent Invitational,2019-09-14
16064,PA,Penn State Abington Invitational,2019-09-14
15679,PA,Lehigh vs Lafayette Dual Meet,2019-09-14
15168,PA,DII/DIII Challenge ,2019-09-14
16071,PA,Allegheny Classic - 2019,2019-09-14
15111,PA,14th Annual Cougar Classic Cross Country Meet,2019-09-14
15807,OH,Tiffelberg Invitational,2019-09-14
16072,OH,OWU Invitational,2019-09-14
16067,OH,Otterbein Invitational,2019-09-14
15462,OH,Cedarville Friendship Invitational,2019-09-14
15319,NY,SUNY Oneonta Airfield Invitational,2019-09-14
15599,NY,New Paltz Cross Country Invitational,2019-09-14
15437,NY,4th Annual NYIT Cross Country Invitational,2019-09-14
15228,NY,2019 Yellowjacket XC Invitational,2019-09-14
16099,NM,Western Texas College Open,2019-09-14
16074,NE,2019 Hastings College XC Invite,2019-09-14
15717,NE,2019 Chadron State XC Invitational,2019-09-14
16068,NC,Montreat-UNCA Dual,2019-09-14
15571,NC,Big South Preview,2019-09-14
16066,MO,Fontbonne XC Invite,2019-09-14
16073,MO,Cottey College XC Invite,2019-09-14
15751,ME,Bates Super XC Shootout at Pineland Farms,2019-09-14
15661,MD,2019 Navy Cross Country Invitational,2019-09-14
15245,LA,Louisiana Tech Mook 4 Invitational,2019-09-14
15197,LA,2019 Allstate Sugar Bowl XC Festival,2019-09-14
16065,KY,Mike and Mary Kay Johnson Invite,2019-09-14
16026,IA,Herb Blakely - DSU-DORDT ,2019-09-14
16075,IA,All-American Invitational,2019-09-14
16079,IA,58th Les Duke Invitational,2019-09-14
16085,GA,7th Annual UNG XC Invitational,2019-09-14
15360,FL,2019 Mountain Dew Gator Cross Country Invitational,2019-09-14
15265,DC,Cardinal Classic,2019-09-14
16082,CT,Mitchell College Invitational,2019-09-14
15463,CT,Little 3 Cross Country Meet,2019-09-14
15515,CO,Mountaineer/Cowboy Invite,2019-09-14
15132,CO,Colorado College Invitational,2019-09-14
15688,CA,UCR 39th Annual Cross Country Invitational,2019-09-14
15365,CA,Kim Duyst Twilight XC Invitational (Universities),2019-09-14
15389,CA,Chabot Invitational,2019-09-14
15662,AZ,Embry-Riddle Arizona Invitational,2019-09-14
15564,AR,University of the Ozarks CC Invitational,2019-09-14
15404,NY,Queensborough XC Invitation,2019-09-15
16097,CA,2019 PUC Cross Country Invitational Women,2019-09-15
15641,CA,Lou Vasquez Invitational,2019-09-19
16155,WV,Battle of the Bluefields,2019-09-20
16167,WI,UW-Oshkosh Titan Fall Classic,2019-09-20
15280,VA,Virginia Tech Alumni Invitational,2019-09-20
15383,VA,Trojan XC Invite,2019-09-20
15135,PA,Main Line Invitational,2019-09-20
15434,PA,ECXCs Short Course Invite,2019-09-20
15535,PA,2019 Charger Invitational,2019-09-20
15126,OR,The Sundowner Invitational,2019-09-20
15799,OR,Cascade Collegiate Conference Preview,2019-09-20
16156,OK,2019 Poteau Cross Country Meet,2019-09-20
15612,OH,MSJ Run with the Lions,2019-09-20
15043,NY,Iona Br. Paddy Doyle Meet of Champions,2019-09-20
16165,NC,Moutain to Sea Open Cross Country Meet,2019-09-20
16166,NC,adidas XC Challenge,2019-09-20
15678,MT,PROVIDENCE OPEN,2019-09-20
16177,MI,Knight-Raider Invitational - Womens Race,2019-09-20
16178,MI,Knight-Raider Invitational - Mens Race,2019-09-20
15864,MA,Coast-to-Coast Battle in Beantown,2019-09-20
16168,IN,Taylor University Ray Bullock Invitational,2019-09-20
15235,IN,National Catholic Invitational,2019-09-20
15637,IL,Forester Invitational,2019-09-20
15222,IL,Bradley Intercollegiate,2019-09-20
15707,GA,Wingfoot XC Classic,2019-09-20
16522,DE,Goldey Beacom Fall Classic,2019-09-20
15669,CA,2019 Golden West Central Park Classic,2019-09-20
15315,AL,Huntingdon Hawks Invitational,2019-09-20
15998,WA,Emerald City Open Cross Country,2019-09-21
15217,WA,2019 PLU Invitational,2019-09-21
16176,VT,2019 Aldrich Cross-Country Run Invitational,2019-09-21
15221,TX,Texas Tech Open,2019-09-21
16170,TX,2019 Saints Invitational,2019-09-21
15773,TN,Rhodes College Cross Country Invitational ,2019-09-21
15175,TN,APSU XC Festival ,2019-09-21
16171,PA,Aggies Open,2019-09-21
15182,PA,18th Annual LHU XC Open/Invitational,2019-09-21
16183,OR,Stumptown XC Series Race #1,2019-09-21
15242,OH,RedHawk Rumble,2019-09-21
15131,OH,49th Annual Patty Forgey Invitational,2019-09-21
16172,NY,SUNY Poly Wildcat Classic Invitational,2019-09-21
15768,NY,Harry F. Anderson Invitational,2019-09-21
15395,NY,2019 Fred Pavlich Invitational,2019-09-21
15179,NJ,NJAIAW/Osprey Open,2019-09-21
15608,NJ,Henry Mercer Monmouth University Cross Country Invitational,2019-09-21
15240,NJ,Bill Fritz Invitational,2019-09-21
15616,NE,Greeno/Dirksen Invitational,2019-09-21
15304,NC,Wingate University Bulldog Stampede,2019-09-21
15225,NC,NC Wesleyan XC Classic,2019-09-21
15292,MT,Montana State Cross Country Classic,2019-09-21
15291,MO,Southern Stampede,2019-09-21
16180,MN,St. Olaf Invitational,2019-09-21
16179,MN,Running of the Cows,2019-09-21
15250,MI,Warrior Challenge,2019-09-21
15996,ME,Bowdoin XC Invitational I,2019-09-21
15349,MD,MD Eastern Shore XC Invite,2019-09-21
15398,MA,UMass Dartmouth Cross Country Invitational,2019-09-21
16182,MA,Elms College Cross-Country Invitational,2019-09-21
16010,MA,48th Annual POP CROWELL 6K Women & 8K Men,2019-09-21
16181,LA,Nicholls Cross Country Invitational,2019-09-21
16173,KS,Muthama-Rogers Invite,2019-09-21
16169,IN,2019 John McNichols Invitational,2019-09-21
16174,IL,Wheaton Gil Dodds Invitational,2019-09-21
16194,IA,Yellowjacket XC Invite,2019-09-21
16029,HI,Chaminade University of Honolulu,2019-09-21
16028,HI,Chaminade University of Honolulu,2019-09-21
15262,GA,Eagles XC Challenge,2019-09-21
15325,FL,Embry-Riddle Asics Classic - College,2019-09-21
15628,FL,Argonaut Invitational,2019-09-21
15664,CA,Coyote challenge,2019-09-21
15276,NY,York College Cross Country Invitational,2019-09-22
16264,PA,Chatham Eden Hall Invitational,2019-09-26
16282,WV,Rt. 33 Cup,2019-09-27
16283,VT,Vermont State Championship Cross-Country Races,2019-09-27
16272,VA,Panorama Farms Invitational,2019-09-27
15082,TX,Concordia Cross Country Classic,2019-09-27
16298,TN,2019 Maryville College Invitational,2019-09-27
15512,PA,Dan Talbot Open,2019-09-27
15848,OK,Northwestern Oklahoma Invitational,2019-09-27
16281,NM,NMJC Cross Country Invitational 2019,2019-09-27
16279,NE,2019 Wayne State Wildcat XC Invite,2019-09-27
15521,NC,Queen City Invite,2019-09-27
16280,MO,Gans Creek Classic,2019-09-27
16005,LA,LSU XC Invitational,2019-09-27
16278,KS,Emporia State XC Invitational,2019-09-27
16024,IL,2019 H.W. Wright Classic,2019-09-27
15427,GA,UWG Home Cross Country Opener ,2019-09-27
15353,GA,Clayton State Cross Country Challenge,2019-09-27
15212,FL,Seminole State Invitational ,2019-09-27
16292,FL,FLRunners.com Invitational 20,2019-09-27
15648,FL,2019 UCF Cross Country Invitational,2019-09-27
15347,DE,DSU  Pre-Conference Invite,2019-09-27
15923,CA,MJC Invitational,2019-09-27
15415,CA,2019 Coach Downey XC Classic,2019-09-27
15414,CA,2019 Bakersfield College Cross Country Invitational ,2019-09-27
16285,WI,Pioneer Gender Equity Invitaitonal,2019-09-28
15486,WI,Lucian Rosa Invitational,2019-09-28
15446,WA,Ken Garland Classic ,2019-09-28
16297,VA,HORNET HARRIER / COMMONWEALTH CHALLENGE,2019-09-28
16295,TN,Trevecca Nazarene DII Showcase meet,2019-09-28
16284,TN,Sewanee Cross Country Invitational,2019-09-28
15061,SC,Flying Fleet Invitational,2019-09-28
16294,PA,Blue Apple Invitational,2019-09-28
16139,PA,2019 Messiah Invitational ,2019-09-28
15307,OR,Bill Dellinger Invitational,2019-09-28
15461,OH,Ohio State - Buckeye Preview,2019-09-28
15501,OH,All-Ohio Cross Country Championships,2019-09-28
15859,NY,Geneseo 39th Mike Woods Invitational,2019-09-28
16289,NY,Cazenovia Homecoming Invitational,2019-09-28
16197,NM,HU XC Jam,2019-09-28
15933,NH,7th Annual Bruce Kirsh Cross Country Cup,2019-09-28
16288,NE,2019 Dean White XC Invite,2019-09-28
16225,NC,Greensboro Cross Country Invitational,2019-09-28
15600,MS,Major Invitational,2019-09-28
16287,MO,2019 Griffon Open,2019-09-28
16300,MN,Roy Griak Invitational,2019-09-28
16323,MA,Williams Invitational,2019-09-28
16290,MA,Williams College  Purple Valley XC Invite,2019-09-28
16690,MA,2019 Codfish Bowl,2019-09-28
16296,LA,McNeese State Cowboy Stampede,2019-09-28
16286,KS,Tabor College XC Invite,2019-09-28
15201,IL,Loyola Lakefront Collegiate Invitational,2019-09-28
16293,ID,2019 Idaho State XC Invitational,2019-09-28
15127,GA,Willie Laster Invitational ,2019-09-28
15485,DE,2019 Delaware Cross Country Invitational,2019-09-28
16118,CT,USJ Blue Jay Invitational,2019-09-28
15609,CT,17th Annual CCSU Ted Owen Cross Country Invitational,2019-09-28
16291,CA,Masters University Invitational,2019-09-28
16302,CA,Capital Cross Challenge,2019-09-28
15640,AZ,ACCAC Cross Country Championships,2019-09-28
15928,AL,UAH Chargers XC Open,2019-09-28
16533,PA,BA 4K,2019-10-02
16399,TX,HBU Cross Country Carnival,2019-10-03
16404,WI,Blugold Invitational,2019-10-04
16007,ND,Jimmie Invitational Cross Country Meet ,2019-10-04
15676,MT,University of Montana Cross Country Invitational,2019-10-04
15300,MI,Lansing Invitational Cross Country Meet,2019-10-04
15272,IN,Joe Piane - Notre Dame Invitational,2019-10-04
16403,IL,2019 Brissman-Lundeen Cross Country Invitational,2019-10-04
15575,CO,Fort Lewis XC Meet,2019-10-04
16012,CA,Toro Park Invitational/Norcal Preview,2019-10-04
15671,CA,2019 Western State Conference Cross Country Preview,2019-10-04
15670,CA,2019 Cerritos Falcons Invitational,2019-10-04
16255,WI,Beloit College Olde English,2019-10-05
16415,WI,2019 Warrior Invitational,2019-10-05
16535,WA,2019 John Payne/Curtis XC Invitational,2019-10-05
16219,VA,UMW Challenge,2019-10-05
16408,TX,University Of Dallas Invitational,2019-10-05
16544,TX,2019 SPC Cross County Invitational,2019-10-05
16406,TX,2019 OLLU Invite,2019-10-05
15766,SC,Upstate Invitational 2019,2019-10-05
15045,SC,Charleston Classic 2019,2019-10-05
15464,RI,TriState Invitational at CCRI,2019-10-05
16413,PA,Race in the Park 2019,2019-10-05
16416,PA,Pitt-Johnstown Invitational,2019-10-05
15874,PA,Lehigh Paul Short Run (College),2019-10-05
16405,PA,Bud Smitley Invitational,2019-10-05
14922,OR,45th Charles Bowles Willamette Invitational,2019-10-05
16419,NY,Mount Saint Mary Invitational,2019-10-05
16473,NY,Meghan Memorial XC,2019-10-05
16124,NY,Highlander Invitational,2019-10-05
16229,NY,Hamilton College XC Invitational,2019-10-05
15055,NJ,Highlander Tech XC Challenge,2019-10-05
15943,NH,Keene State College Cross Country Invitational 2019,2019-10-05
16431,NE,Nebraska-Nebraska Wesleyan Dual,2019-10-05
16420,NC,Great American XC Festival,2019-10-05
16409,NC,2019 Hagan Stone Classic,2019-10-05
16412,MO,Columbia College XC Invite,2019-10-05
16023,ME,State of Maine meet,2019-10-05
15583,MD,Goucher College Cross Country Classic,2019-10-05
15544,MD,31st Annual Don Cathcart Invitational,2019-10-05
16418,KY,Louisville Classic,2019-10-05
16411,KS,Rim Rock Collegiate Classic,2019-10-05
16414,IA,Dan Huston Invitational,2019-10-05
16145,IA,Briar Cliff Invite 2019,2019-10-05
15898,HI,HPU Sharks Invitational,2019-10-05
15263,GA,GATA XC Classic,2019-10-05
16011,FL,2019 USF Invitational,2019-10-05
15893,CO,Road Runners Invitational,2019-10-05
15700,AZ,Mesa Thunderbird Cross Country Classic,2019-10-05
16417,AR,Chile Pepper XC Fesitval,2019-10-05
16407,AL,JSU Foothills Cross Country Invitational,2019-10-05
15261,TX,Red River XC Shootout,2019-10-10
16258,TX,2019 PVAMU X-Country Invitational,2019-10-10
16472,PA,CSAC CHAMP PREVIEW,2019-10-10
16004,MD,BSU Homecoming Challenge,2019-10-10
15546,UT,Steven Reeder Memorial Cross Country Invitational,2019-10-11
16148,TX,Pirate Invitational,2019-10-11
16480,TX,ETBU Tiger Invitational,2019-10-11
15122,TX,2019 Ranger Collegiate Cross Country Invitational,2019-10-11
15373,OH,Jenna Strong XC Invitational (Wilmington College),2019-10-11
16477,NY,Metropolitan Athletic Championship ,2019-10-11
16479,NC,Royals XC Challenge,2019-10-11
15994,NC,2019 Livingstone XC Invitational,2019-10-11
15794,IN,Bethel University Cross Country Invitational,2019-10-11
16277,IL,Benedictine University Eagle Invite,2019-10-11
16475,FL,FSU Invitational,2019-10-11
15348,DE,DSU Alumni XC Invite,2019-10-11
15206,CA,San Francisco State Invitational,2019-10-11
16033,CA,MPC Valley Invitational,2019-10-11
15672,CA,2019 Brubaker Invitational,2019-10-11
15207,AR,Southern Arkansas University Lois Davis Invitational,2019-10-11
16483,WI,Gene Davis Invitational,2019-10-12
15782,WA,46th Western Washington University Cross Country Classic,2019-10-12
15740,VA,The CNU XC Invitational,2019-10-12
16494,UT,SUU Color Country Invitational 2019,2019-10-12
16199,UT,SUU Color Country Invitational 2019,2019-10-12
15377,TX,South Central Region Preview,2019-10-12
16491,PA,Penn State Fayette Invitational,2019-10-12
16484,PA,Jack Saint Clair Memorial Cross Country Championship,2019-10-12
16112,PA,DeSales University Invitational,2019-10-12
16569,PA,Carnegie Mellon Invitational,2019-10-12
16313,PA,Bloomsburg Invitational,2019-10-12
16493,PA,BILL LENNOX / SRU 2019,2019-10-12
15940,OK,Oklahoma Baptist University Cross Counrty  Invitational,2019-10-12
16489,NY,Golden Eagle Invitational,2019-10-12
16223,NY,28th Annual Ronald C. Hoffmann Invitational,2019-10-12
15357,MS,Mississippi College Invitational,2019-10-12
16486,MO,CMU Gary Stoner Invite,2019-10-12
16375,ME,Runnin Monks ,2019-10-12
16492,MA,James Early Invitational,2019-10-12
15855,MA,2019 NEICAAA Cross Country Championship Meet,2019-10-12
15094,KY,Fast Cats Classic,2019-10-12
16514,KS,Haskell Invitational ,2019-10-12
15905,KS,2019 FHSU Tiger Open,2019-10-12
15008,IL,Lewis Crossover,2019-10-12
16319,IL,Illinois College XC Invitational ,2019-10-12
15205,ID,Inland Empire Championships,2019-10-12
16546,IA,Trent Smith Invitational,2019-10-12
16031,IA,Fighting Bee Invitational,2019-10-12
16146,IA,Dordt College XC Invite 2019,2019-10-12
16045,HI,University of Hawaii at Hilo XC Invitational,2019-10-12
15271,GA,Bobcat Inviational,2019-10-12
16523,FL,Disney Cross Country Classic,2019-10-12
15220,CO,2019 UCCS XC Open,2019-10-12
15211,CA,UC San Diego Triton Classic,2019-10-12
16482,CA,Pomona Pitzer Cross Country Invite,2019-10-12
16485,CA,2019 Vanguard Invitational,2019-10-12
16421,TX,Angelo State Blue & Gold,2019-10-15
15088,GA,NJCAA Region 17 Championship/GCAA Conference Championship,2019-10-16
16571,PA,WPCC Conference Championship,2019-10-17
16593,WV,Concord Alumni Invitational,2019-10-18
16583,WI,Nuttycombe Invitational,2019-10-18
15904,WA,Sasquatch Invite,2019-10-18
15467,RI,Brown Rothenberg Collegiate Meet,2019-10-18
16573,PA,Penn State National Open,2019-10-18
16587,PA,La Roche University Invitational,2019-10-18
16595,OH,Wilmington / Muskingum Dual XC Meet,2019-10-18
16589,NY,Army vs. Navy Star Meet,2019-10-18
16592,NY,53rd R.K. Munsey UAlbany Cross Country Invitational,2019-10-18
16590,NC,High Point University Vertcross,2019-10-18
